"Assessor parcel number","Building classification","Year built","Acres","Building sq.ft."
"8307-002-037","Warehousing, Distribution, Storage","1991","1","38338"
"7339-006-003","Warehousing, Distribution, Storage","1969","1","38331"
"6314-001-035","Warehousing, Distribution, Storage","2015","1","38325"
"5748-009-031","Warehousing, Distribution, Storage","2002","1","38325"
"8382-001-048","Warehousing, Distribution, Storage","1973","1","38286"
"8009-007-926","Warehousing, Distribution, Storage","1910","1","38254"
"119210156","storage warehouse","1975","1","38248"
"2786-001-033","Warehousing, Distribution, Storage","1930","1","38237"
"102360043","warehouse/dry storage","2004","1","38221"
"013601122","storage warehouse","1946","1","38219"
"8720-034-031","Warehousing, Distribution, Storage","1980","1","38216"
"2464-015-065","Warehousing, Distribution, Storage","1980","1","38216"
"156310020","warehouse/dry storage","1999","1","38192"
"6309-026-035","Warehousing, Distribution, Storage","1948","1","38188"
"5147-032-040","Warehousing, Distribution, Storage","2004","1","38185"
"8760-024-060","Warehousing, Distribution, Storage","1999","1","38180"
"016024159","storage warehouse","1978","1","38177"
"4211-005-802","Warehousing, Distribution, Storage","2012","1","38172"
"7377-013-003","Warehousing, Distribution, Storage","1999","1","38148"
"8513-001-058","Warehousing, Distribution, Storage","1962","1","38142"
"2865-008-044","Warehousing, Distribution, Storage","1975","1","38135"
"6330-020-035","Warehousing, Distribution, Storage","1972","1","38108"
"8264-023-006","Warehousing, Distribution, Storage","1998","1","38102"
"6304-023-026","Warehousing, Distribution, Storage","2004","1","38096"
"5147-001-007","Warehousing, Distribution, Storage","1910","1","38084"
"8242-029-007","Warehousing, Distribution, Storage","1979","1","38032"
"5352-029-016","Warehousing, Distribution, Storage","2014","1","38028"
"8313-007-023","Warehousing, Distribution, Storage","1988","1","38025"
"023208169","storage warehouse","2004","1","38012"
"023015225","storage warehouse","1997","1","38012"
"680190030","warehouse/dry storage","1983","1","38007"
"7271-004-004","Warehousing, Distribution, Storage","1957","1","38002"
"8082-033-026","Warehousing, Distribution, Storage","1977","1","38000"
"7378-011-053","Warehousing, Distribution, Storage","1976","1","37993"
"7357-028-013","Warehousing, Distribution, Storage","1990","1","37991"
"7351-001-021","Warehousing, Distribution, Storage","1972","1","37980"
"3126-032-107","Warehousing, Distribution, Storage","2004","1","37979"
"7344-003-009","Warehousing, Distribution, Storage","1980","1","37978"
"249140023","warehouse/dry storage","1980","1","37969"
"7212-021-023","Warehousing, Distribution, Storage","1974","1","37965"
"3126-032-106","Warehousing, Distribution, Storage","2004","1","37965"
"768163013","warehouse/dry storage","1956","1","37959"
"6332-022-001","Warehousing, Distribution, Storage","1985","1","37959"
"101122116","storage warehouse","2019","1","37945"
"6303-019-012","Warehousing, Distribution, Storage","1946","1","37942"
"026672103","storage warehouse","1990","1","37929"
"7319-032-041","Warehousing, Distribution, Storage","1978","1","37917"
"7003-003-036","Warehousing, Distribution, Storage","1975","1","37914"
"8125-037-024","Warehousing, Distribution, Storage","1973","1","37905"
"6304-020-032","Warehousing, Distribution, Storage","1995","1","37896"
"3126-032-121","Warehousing, Distribution, Storage","2005","1","37895"
"025818113","storage warehouse","2008","1","37889"
"3126-032-084","Warehousing, Distribution, Storage","2005","1","37875"
"104935409","storage warehouse","2005","1","37874"
"8069-004-072","Warehousing, Distribution, Storage","2003","1","37848"
"2866-018-147","Warehousing, Distribution, Storage","1986","1","37846"
"011341573","storage warehouse","2019","1","37825"
"7377-003-059","Warehousing, Distribution, Storage","1977","1","37819"
"8029-005-031","Warehousing, Distribution, Storage","1963","1","37809"
"3010-020-018","Warehousing, Distribution, Storage","1991","1","37807"
"8009-007-056","Warehousing, Distribution, Storage","1989","1","37803"
"2761-001-054","Warehousing, Distribution, Storage","1981","1","37796"
"4060-004-039","Warehousing, Distribution, Storage","1958","1","37794"
"8069-002-079","Warehousing, Distribution, Storage","1968","1","37788"
"020947112","storage warehouse","2002","1","37784"
"2811-027-007","Warehousing, Distribution, Storage","1989","1","37773"
"8760-023-012","Warehousing, Distribution, Storage","1989","1","37765"
"8722-009-029","Warehousing, Distribution, Storage","1985","1","37750"
"022928420","storage warehouse","2004","1","37744"
"6240-010-071","Warehousing, Distribution, Storage","1967","1","37734"
"8140-032-012","Warehousing, Distribution, Storage","1937","1","37727"
"250070020","warehouse/dry storage","1986","1","37714"
"2506-011-002","Warehousing, Distribution, Storage","1970","1","37703"
"2048-012-024","Warehousing, Distribution, Storage","1972","1","37689"
"6336-003-015","Warehousing, Distribution, Storage","1956","1","37685"
"7352-014-044","Warehousing, Distribution, Storage","1983","1","37681"
"8242-029-008","Warehousing, Distribution, Storage","1979","1","37664"
"111015138","storage warehouse","2007","1","37658"
"308739122","storage warehouse","1987","1","37658"
"3126-032-057","Warehousing, Distribution, Storage","1990","1","37652"
"5167-019-059","Warehousing, Distribution, Storage","1962","1","37646"
"8117-014-001","Warehousing, Distribution, Storage","2008","1","37645"
"2307-020-031","Warehousing, Distribution, Storage","1968","1","37643"
"6106-036-015","Warehousing, Distribution, Storage","1970","1","37612"
"6308-002-020","Warehousing, Distribution, Storage","1941","1","37610"
"6336-007-049","Warehousing, Distribution, Storage","1957","1","37589"
"6044-012-054","Warehousing, Distribution, Storage","1991","1","37583"
"100731131","storage warehouse","2001","1","37576"
"6236-034-039","Warehousing, Distribution, Storage","1979","1","37576"
"100731132","storage warehouse","2002","1","37574"
"3126-032-051","Warehousing, Distribution, Storage","1984","1","37572"
"6336-003-045","Warehousing, Distribution, Storage","1956","1","37567"
"2805-018-016","Warehousing, Distribution, Storage","1980","1","37549"
"3126-032-045","Warehousing, Distribution, Storage","1986","1","37546"
"8533-001-065","Warehousing, Distribution, Storage","2005","1","37544"
"6240-010-058","Warehousing, Distribution, Storage","1962","1","37541"
"3126-032-049","Warehousing, Distribution, Storage","1985","1","37525"
"041011112","storage warehouse","1960","1","37510"
"020902220","storage warehouse","2000","1","37498"
"7409-019-008","Warehousing, Distribution, Storage","1968","1","37496"
"178340013","warehouse/dry storage","1999","1","37495"
"8348-004-019","Warehousing, Distribution, Storage","1992","1","37488"
"6354-021-053","Warehousing, Distribution, Storage","1958","1","37488"
"4211-005-013","Warehousing, Distribution, Storage","1969","1","37483"
"3126-032-046","Warehousing, Distribution, Storage","1986","1","37476"
"7010-016-020","Warehousing, Distribution, Storage","1978","1","37458"
"7316-028-008","Warehousing, Distribution, Storage","1982","1","37454"
"8117-016-070","Warehousing, Distribution, Storage","2011","1","37438"
"011327128","storage warehouse","1991","1","37436"
"4260-007-028","Warehousing, Distribution, Storage","1987","1","37434"
"8011-007-057","Warehousing, Distribution, Storage","2018","1","37417"
"7306-011-025","Warehousing, Distribution, Storage","1989","1","37414"
"8011-004-057","Warehousing, Distribution, Storage","1977","1","37397"
"6304-014-012","Warehousing, Distribution, Storage","1937","1","37391"
"6356-016-019","Warehousing, Distribution, Storage","1987","1","37384"
"8532-002-036","Warehousing, Distribution, Storage","1989","1","37383"
"2149-005-036","Warehousing, Distribution, Storage","1972","1","37383"
"011341440","storage warehouse","2002","1","37373"
"6332-002-085","Warehousing, Distribution, Storage","2014","1","37367"
"023809177","storage warehouse","1989","1","37366"
"2405-017-002","Warehousing, Distribution, Storage","1986","1","37355"
"102154118","storage warehouse","1998","1","37346"
"8355-017-028","Warehousing, Distribution, Storage","1990","1","37329"
"6353-019-014","Warehousing, Distribution, Storage","1957","1","37328"
"7319-024-040","Warehousing, Distribution, Storage","1969","1","37323"
"5342-033-027","Warehousing, Distribution, Storage","1988","1","37322"
"6356-016-008","Warehousing, Distribution, Storage","1981","1","37321"
"7319-032-031","Warehousing, Distribution, Storage","1976","1","37317"
"6332-018-017","Warehousing, Distribution, Storage","1972","1","37295"
"7339-006-007","Warehousing, Distribution, Storage","1963","1","37289"
"4205-033-001","Warehousing, Distribution, Storage","1973","1","37284"
"2811-027-005","Warehousing, Distribution, Storage","1910","1","37278"
"7339-009-003","Warehousing, Distribution, Storage","1958","1","37260"
"312926177","storage warehouse","2016","1","37237"
"167110032","warehouse/dry storage","1910","1","37232"
"8564-013-024","Warehousing, Distribution, Storage","1980","1","37220"
"8378-013-058","Warehousing, Distribution, Storage","1991","1","37216"
"6310-004-009","Warehousing, Distribution, Storage","1986","1","37200"
"8727-021-007","Warehousing, Distribution, Storage","1976","1","37196"
"4126-004-019","Warehousing, Distribution, Storage","1968","1","37165"
"2537-014-035","Warehousing, Distribution, Storage","1963","1","37126"
"8533-001-058","Warehousing, Distribution, Storage","2002","1","37118"
"021031104","storage warehouse","2000","1","37101"
"6336-020-024","Warehousing, Distribution, Storage","1910","1","37100"
"8201-028-016","Warehousing, Distribution, Storage","1988","1","37094"
"307225108","storage warehouse","1984","1","37092"
"7339-003-057","Warehousing, Distribution, Storage","2009","1","37077"
"022928417","storage warehouse","2004","1","37068"
"7003-006-024","Warehousing, Distribution, Storage","1990","1","37067"
"041523114","storage warehouse","1995","1","37059"
"023015144","storage warehouse","2014","1","37052"
"8592-006-035","Warehousing, Distribution, Storage","2016","1","37050"
"6354-021-015","Warehousing, Distribution, Storage","1956","1","37046"
"6368-007-020","Warehousing, Distribution, Storage","1978","1","37041"
"6302-009-018","Warehousing, Distribution, Storage","1962","1","37040"
"6304-022-040","Warehousing, Distribution, Storage","1960","1","37029"
"2859-001-037","Warehousing, Distribution, Storage","1990","1","37028"
"023005121","storage warehouse","1986","1","37022"
"102410011","warehouse/dry storage","1989","1","37015"
"8114-010-023","Warehousing, Distribution, Storage","1993","1","37007"
"666401009","warehouse/dry storage","1996","1","36998"
"8069-019-040","Warehousing, Distribution, Storage","1990","1","36997"
"8577-001-042","Warehousing, Distribution, Storage","1964","1","36996"
"5593-020-024","Warehousing, Distribution, Storage","2014","1","36994"
"023818533","storage warehouse","1987","1","36958"
"8009-007-028","Warehousing, Distribution, Storage","1987","1","36950"
"6304-026-017","Warehousing, Distribution, Storage","1990","1","36932"
"7208-006-045","Warehousing, Distribution, Storage","2002","1","36916"
"8533-001-056","Warehousing, Distribution, Storage","2002","1","36905"
"5118-025-003","Warehousing, Distribution, Storage","2003","1","36904"
"5243-010-035","Warehousing, Distribution, Storage","1934","1","36888"
"6132-043-082","Warehousing, Distribution, Storage","1968","1","36878"
"7429-002-042","Warehousing, Distribution, Storage","2005","1","36856"
"909253001","warehouse/dry storage","1984","1","36851"
"8760-023-014","Warehousing, Distribution, Storage","2004","1","36845"
"6304-019-023","Warehousing, Distribution, Storage","1979","1","36841"
"4134-005-006","Warehousing, Distribution, Storage","1979","1","36833"
"011335119","storage warehouse","2006","1","36831"
"430-241-07","wholesaling and warehousing","2012","1","36820"
"7318-001-087","Warehousing, Distribution, Storage","1974","1","36814"
"2209-034-032","Warehousing, Distribution, Storage","2006","1","36814"
"7319-003-804","Warehousing, Distribution, Storage","1910","1","36812"
"8125-037-016","Warehousing, Distribution, Storage","1974","1","36808"
"294070041","warehouse/dry storage","2019","1","36805"
"6126-003-004","Warehousing, Distribution, Storage","1980","1","36802"
"8011-016-026","Warehousing, Distribution, Storage","2005","1","36793"
"6336-021-017","Warehousing, Distribution, Storage","1989","1","36791"
"541271042","warehouse/dry storage","1986","1","36790"
"2205-004-047","Warehousing, Distribution, Storage","2000","1","36790"
"011358113","distribution warehouse","1984","1","36778"
"7440-005-043","Warehousing, Distribution, Storage","1966","1","36740"
"224-271-23","wholesaling and warehousing","2001","1","36738"
"022901279","storage warehouse","2021","1","36733"
"8264-015-028","Warehousing, Distribution, Storage","1978","1","36725"
"023615163","storage warehouse","1988","1","36703"
"6134-018-055","Warehousing, Distribution, Storage","1958","1","36698"
"041523110","storage warehouse","1980","1","36689"
"021021228","storage warehouse","1987","1","36687"
"023818551","storage warehouse","1989","1","36654"
"3126-032-054","Warehousing, Distribution, Storage","1989","1","36652"
"041525103","storage warehouse","1982","1","36647"
"6302-008-009","Warehousing, Distribution, Storage","1930","1","36638"
"8005-014-098","Warehousing, Distribution, Storage","1990","1","36634"
"8605-016-403","Warehousing, Distribution, Storage","1987","1","36633"
"6368-005-047","Warehousing, Distribution, Storage","2015","1","36616"
